LATITUD,LONGITUD,DISTRITO
40.49504564211655,-3.6880070256093758,FUENCARRAL-EL PARDO
40.43371190964793,-3.7104543597957758,CHAMBERI
40.51635495615339,-3.685946562681175,FUENCARRAL-EL PARDO
40.40236125879463,-3.6772931748500297,RETIRO
40.47070810904175,-3.5840209268472183,BARAJAS
40.449208447370104,-3.6755539136331894,CHAMARTIN
40.346980092315505,-3.712145719392749,VILLAVERDE
40.346980092315505,-3.712145719392749,VILLAVERDE
40.43351496197302,-3.6569261794988055,CIUDAD LINEAL
40.379565707685856,-3.6914252404682903,USERA
40.391054868587204,-3.6958072892892155,ARGANZUELA
40.34333382494165,-3.6909491943684447,VILLAVERDE
40.34333382494165,-3.6909491943684447,VILLAVERDE
40.397074625115906,-3.7664885474841556,LATINA
40.42941133441142,-3.6416899839787695,CIUDAD LINEAL
40.41410290844665,-3.7098591212735883,CENTRO
40.42938854032785,-3.664855511110751,SALAMANCA
40.44477474902185,-3.6129105844633775,SAN BLAS-CANILLEJAS
40.41789950036311,-3.7309390858931137,MONCLOA-ARAVACA
40.42738668300474,-3.7105999955473625,CENTRO
40.448428925762634,-3.5980969888187393,SAN BLAS-CANILLEJAS
40.47248462688415,-3.716607833008478,FUENCARRAL-EL PARDO
40.380566072889415,-3.7657241589764547,LATINA
40.41878362561595,-3.6866519471003647,RETIRO
40.39998426244181,-3.7486569900905633,LATINA
40.419011767401095,-3.692206111679657,RETIRO
40.426642215368176,-3.699722994908341,CENTRO
40.46678159096302,-3.7195669111891703,MONCLOA-ARAVACA
40.435209393826675,-3.7188765163188293,MONCLOA-ARAVACA
40.435209393826675,-3.7188765163188293,MONCLOA-ARAVACA
40.391053041229135,-3.6958079719260075,ARGANZUELA
40.45224737965276,-3.6580402287911937,CIUDAD LINEAL
40.39241367848808,-3.697259467865366,ARGANZUELA
40.39786734087938,-3.720088245008897,CARABANCHEL
40.40971737692924,-3.6529822109115133,MORATALAZ
40.41906024374356,-3.6840615387926956,RETIRO
40.48016602497203,-3.7112978051427574,FUENCARRAL-EL PARDO
40.41878362561595,-3.6866519471003647,RETIRO
40.41878362561595,-3.6866519471003647,RETIRO
40.420231627534996,-3.6218113860909074,SAN BLAS-CANILLEJAS
40.42027705095574,-3.621741078700336,SAN BLAS-CANILLEJAS
40.42941133441142,-3.6416899839787695,CIUDAD LINEAL
40.46055947228695,-3.5937461811785347,BARAJAS
40.39241367848808,-3.697259467865366,ARGANZUELA
40.36180966975026,-3.6927748531714824,VILLAVERDE
40.36180966975026,-3.6927748531714824,VILLAVERDE
40.419011767401095,-3.692206111679657,RETIRO
40.40966697102759,-3.701574291636879,CENTRO
40.40911512464532,-3.6793290785184363,RETIRO
40.45914104116349,-3.718270563679269,MONCLOA-ARAVACA
40.37953682427198,-3.616901585603186,VILLA DE VALLECAS
40.44810636195716,-3.6762309620097398,CHAMARTIN
40.46903299144094,-3.6976620067964996,TETUAN
40.394522745106734,-3.7000855961559855,ARGANZUELA
40.394522745106734,-3.7000855961559855,ARGANZUELA
40.44810636195716,-3.6762309620097398,CHAMARTIN
40.436444648624814,-3.6373000672722675,CIUDAD LINEAL
40.39552931214334,-3.7562667464373223,LATINA
40.436444648624814,-3.6373000672722675,CIUDAD LINEAL
40.42447060804354,-3.6504253324201104,CIUDAD LINEAL
40.41498735934118,-3.706662448203068,CENTRO
40.416887979993966,-3.7022740027977377,CENTRO
40.51964199418355,-3.778542672958104,FUENCARRAL-EL PARDO
40.38257934400676,-3.6054546139177392,VILLA DE VALLECAS
40.37953682427198,-3.616901585603186,VILLA DE VALLECAS
40.447199849232135,-3.6998771920981004,TETUAN
40.366822704148795,-3.755451103709316,CARABANCHEL
40.465101515878985,-3.693764227321566,TETUAN
40.435209393826675,-3.7188765163188293,MONCLOA-ARAVACA
40.392279999540044,-3.684956957448299,ARGANZUELA
40.42027705095574,-3.621741078700336,SAN BLAS-CANILLEJAS
40.407316328180464,-3.747465416906973,LATINA
40.44810636195716,-3.6762309620097398,CHAMARTIN
40.405292721436055,-3.6086161200017157,VICALVARO
40.40159394334669,-3.749110841406562,LATINA
40.426642215368176,-3.699722994908341,CENTRO
40.410560776119,-3.6937931079230744,CENTRO
40.41878362561595,-3.6866519471003647,RETIRO
40.40609591857167,-3.646536107063507,MORATALAZ
40.44477474902185,-3.6129105844633775,SAN BLAS-CANILLEJAS
40.3735856436473,-3.6602546064905397,PUENTE DE VALLECAS
40.44810636195716,-3.6762309620097398,CHAMARTIN
40.42996840999023,-3.622184001035289,SAN BLAS-CANILLEJAS
40.473402418562216,-3.5785233191070316,BARAJAS
40.42206601994432,-3.662968075865235,SALAMANCA
40.39786734087938,-3.720088245008897,CARABANCHEL
40.43199309720514,-3.670929243543714,SALAMANCA
40.44444653179131,-3.67813993012987,CHAMARTIN
40.47571688103069,-3.64667257750353,HORTALEZA
40.39786734087938,-3.720088245008897,CARABANCHEL
40.43199309720514,-3.670929243543714,SALAMANCA
40.467453379213175,-3.6846112774442705,CHAMARTIN
40.39982891410407,-3.621281890570377,VICALVARO
40.44810636195716,-3.6762309620097398,CHAMARTIN
40.433291625973624,-3.6105662311927453,SAN BLAS-CANILLEJAS
40.38330593504341,-3.7420633861175796,CARABANCHEL
40.46903299144094,-3.6976620067964996,TETUAN
40.3735856436473,-3.6602546064905397,PUENTE DE VALLECAS
40.405283650744316,-3.6086278232922804,VICALVARO
40.47960826297022,-3.665799020694628,CIUDAD LINEAL
40.391053041229135,-3.6958079719260075,ARGANZUELA
40.40740551053055,-3.7119218940274026,CENTRO
40.460622835379624,-3.5936877657335935,BARAJAS
40.449208447370104,-3.6755539136331894,CHAMARTIN
40.433291625973624,-3.6105662311927453,SAN BLAS-CANILLEJAS
40.41906024374356,-3.6840615387926956,RETIRO
40.44810636195716,-3.6762309620097398,CHAMARTIN
40.43200210571468,-3.6709293330780204,SALAMANCA
40.40943503279114,-3.6861797800993257,RETIRO
40.40943503279114,-3.6861797800993257,RETIRO
40.45914104116349,-3.718270563679269,MONCLOA-ARAVACA
40.379565707685856,-3.6914252404682903,USERA
40.40971737692924,-3.6529822109115133,MORATALAZ
40.337870856032524,-3.5813821771569554,VILLA DE VALLECAS
40.44774002225867,-3.6292874542291638,SAN BLAS-CANILLEJAS
40.43200210571468,-3.6709293330780204,SALAMANCA
40.43199309720514,-3.670929243543714,SALAMANCA
40.42027705095574,-3.621741078700336,SAN BLAS-CANILLEJAS
40.47960826297022,-3.665799020694628,CIUDAD LINEAL
40.41410290844665,-3.7098591212735883,CENTRO
40.39241374953321,-3.697247685884226,ARGANZUELA
40.42027705095574,-3.621741078700336,SAN BLAS-CANILLEJAS
40.42737760210632,-3.7106116887809817,CENTRO
40.391054868587204,-3.6958072892892155,ARGANZUELA
40.35087114162283,-3.691508909255186,VILLAVERDE
40.43371190964793,-3.7104543597957758,CHAMBERI
40.40207279862862,-3.6955325387824014,ARGANZUELA
40.42938854032785,-3.664855511110751,SALAMANCA
40.41878362561595,-3.6866519471003647,RETIRO
40.41906024374356,-3.6840615387926956,RETIRO
40.424926347610764,-3.6899208519663427,SALAMANCA
40.40145210755248,-3.6756224769581456,RETIRO
40.40145210755248,-3.6756224769581456,RETIRO
40.40740551053055,-3.7119218940274026,CENTRO
40.386293684801885,-3.6718658006661906,PUENTE DE VALLECAS
40.42027705095574,-3.621741078700336,SAN BLAS-CANILLEJAS
40.379565707685856,-3.6914252404682903,USERA
40.392680212409495,-3.7593572957930554,LATINA
40.449208447370104,-3.6755539136331894,CHAMARTIN
40.39241367848808,-3.697259467865366,ARGANZUELA
40.42342659084215,-3.651841641389484,CIUDAD LINEAL
40.419011767401095,-3.692206111679657,RETIRO
40.39552931214334,-3.7562667464373223,LATINA
40.460622835379624,-3.5936877657335935,BARAJAS
40.412941426753434,-3.725711256326908,LATINA
40.46155641637237,-3.6501714580414126,HORTALEZA
40.476859845869534,-3.6420353342333227,HORTALEZA
40.40609591857167,-3.646536107063507,MORATALAZ
40.426642215368176,-3.699722994908341,CENTRO
40.399764677637116,-3.775144917950534,LATINA
40.41878362561595,-3.6866519471003647,RETIRO
40.3735856436473,-3.6602546064905397,PUENTE DE VALLECAS
40.40740551053055,-3.7119218940274026,CENTRO
40.38281899948726,-3.606140062044455,VILLA DE VALLECAS
40.391054868587204,-3.6958072892892155,ARGANZUELA
40.3829835905706,-3.7800890564106613,LATINA
40.41878362561595,-3.6866519471003647,RETIRO
40.433291625973624,-3.6105662311927453,SAN BLAS-CANILLEJAS
40.386293684801885,-3.6718658006661906,PUENTE DE VALLECAS
40.41906024374356,-3.6840615387926956,RETIRO
40.41410290844665,-3.7098591212735883,CENTRO
40.402324327188175,-3.6774460025489395,RETIRO
40.402324327188175,-3.6774460025489395,RETIRO
40.399764677637116,-3.775144917950534,LATINA
40.41878362561595,-3.6866519471003647,RETIRO
40.40609591857167,-3.646536107063507,MORATALAZ
40.410560776119,-3.6937931079230744,CENTRO
40.44489723228663,-3.6780972922453685,CHAMARTIN
40.473402418562216,-3.5785233191070316,BARAJAS
40.410560776119,-3.6937931079230744,CENTRO
40.399222766804556,-3.6366543437448824,MORATALAZ
40.39982891410407,-3.621281890570377,VICALVARO
40.39241374953321,-3.697247685884226,ARGANZUELA
40.35639654251886,-3.6940501846610894,VILLAVERDE
40.46088953531134,-3.6544210187969433,HORTALEZA
40.40159394334669,-3.749110841406562,LATINA
40.35639654251886,-3.6940501846610894,VILLAVERDE
40.448428925762634,-3.5980969888187393,SAN BLAS-CANILLEJAS
40.3735856436473,-3.6602546064905397,PUENTE DE VALLECAS
40.460622835379624,-3.5936877657335935,BARAJAS
40.42027705095574,-3.621741078700336,SAN BLAS-CANILLEJAS
40.40647389284976,-3.7327010920242043,LATINA
40.436444648624814,-3.6373000672722675,CIUDAD LINEAL
40.35639654251886,-3.6940501846610894,VILLAVERDE
40.46088953531134,-3.6544210187969433,HORTALEZA
40.42738668300474,-3.7105999955473625,CENTRO
40.43371190964793,-3.7104543597957758,CHAMBERI
40.460622835379624,-3.5936877657335935,BARAJAS
40.40647389284976,-3.7327010920242043,LATINA
40.386293684801885,-3.6718658006661906,PUENTE DE VALLECAS
40.44810636195716,-3.6762309620097398,CHAMARTIN
40.44810636195716,-3.6762309620097398,CHAMARTIN
40.3796366471018,-3.7659492448759053,LATINA
40.378853797128336,-3.7819616113032115,LATINA
40.40647389284976,-3.7327010920242043,LATINA
40.37953682427198,-3.616901585603186,VILLA DE VALLECAS
40.43371190964793,-3.7104543597957758,CHAMBERI
40.473402418562216,-3.5785233191070316,BARAJAS
40.3735856436473,-3.6602546064905397,PUENTE DE VALLECAS
40.407316328180464,-3.747465416906973,LATINA
40.424926347610764,-3.6899208519663427,SALAMANCA
40.46337689728222,-3.6274745413776683,HORTALEZA
40.39241374953321,-3.697247685884226,ARGANZUELA
40.424926347610764,-3.6899208519663427,SALAMANCA
40.393612303425975,-3.6556073868098493,PUENTE DE VALLECAS
40.449208447370104,-3.6755539136331894,CHAMARTIN
40.334751832113774,-3.700809560921597,VILLAVERDE
40.334751832113774,-3.700809560921597,VILLAVERDE
40.39552931214334,-3.7562667464373223,LATINA
40.407316328180464,-3.747465416906973,LATINA
40.446818592300296,-3.572741163820915,SAN BLAS-CANILLEJAS
40.49035310157377,-3.655261744717257,HORTALEZA
40.35639654251886,-3.6940501846610894,VILLAVERDE
40.35639654251886,-3.6940501846610894,VILLAVERDE
40.35639654251886,-3.6940501846610894,VILLAVERDE
40.394522745106734,-3.7000855961559855,ARGANZUELA
40.393612303425975,-3.6556073868098493,PUENTE DE VALLECAS
40.35639654251886,-3.6940501846610894,VILLAVERDE
40.378853797128336,-3.7819616113032115,LATINA
40.42938854032785,-3.664855511110751,SALAMANCA
40.39552931214334,-3.7562667464373223,LATINA
40.378853797128336,-3.7819616113032115,LATINA
40.407316328180464,-3.747465416906973,LATINA
40.447199849232135,-3.6998771920981004,TETUAN
40.379565707685856,-3.6914252404682903,USERA
40.379565707685856,-3.6914252404682903,USERA
40.410560776119,-3.6937931079230744,CENTRO
40.41789950036311,-3.7309390858931137,MONCLOA-ARAVACA
40.419011767401095,-3.692206111679657,RETIRO
40.419011767401095,-3.692206111679657,RETIRO
40.40966697102759,-3.701574291636879,CENTRO
40.42941133441142,-3.6416899839787695,CIUDAD LINEAL
40.41878362561595,-3.6866519471003647,RETIRO
40.402324327188175,-3.6774460025489395,RETIRO
40.42996840999023,-3.622184001035289,SAN BLAS-CANILLEJAS
40.39241367848808,-3.697259467865366,ARGANZUELA
40.410560776119,-3.6937931079230744,CENTRO
40.43200210571468,-3.6709293330780204,SALAMANCA
40.44810636195716,-3.6762309620097398,CHAMARTIN
40.393612303425975,-3.6556073868098493,PUENTE DE VALLECAS
40.3829835905706,-3.7800890564106613,LATINA
40.37953682427198,-3.616901585603186,VILLA DE VALLECAS
40.402370336363475,-3.67728148137287,RETIRO
40.42206601994432,-3.662968075865235,SALAMANCA
40.379584618162156,-3.623110349262379,VILLA DE VALLECAS
40.40911512464532,-3.6793290785184363,RETIRO
40.40911512464532,-3.6793290785184363,RETIRO
40.43200210571468,-3.6709293330780204,SALAMANCA
40.391053041229135,-3.6958079719260075,ARGANZUELA
40.405292721436055,-3.6086161200017157,VICALVARO
40.41482868269558,-3.7001663599562105,CENTRO
40.395280262214236,-3.7219395095828647,CARABANCHEL
40.39982891410407,-3.621281890570377,VICALVARO
40.40647389284976,-3.7327010920242043,LATINA
40.43371190964793,-3.7104543597957758,CHAMBERI
40.391053041229135,-3.6958079719260075,ARGANZUELA
40.392680212409495,-3.7593572957930554,LATINA
40.35074797433515,-3.6773064421969233,VILLAVERDE
40.35074797433515,-3.6773064421969233,VILLAVERDE
40.449208447370104,-3.6755539136331894,CHAMARTIN
40.41473676394029,-3.738118254222957,MONCLOA-ARAVACA
40.393612303425975,-3.6556073868098493,PUENTE DE VALLECAS
40.44477474902185,-3.6129105844633775,SAN BLAS-CANILLEJAS
40.45224737965276,-3.6580402287911937,CIUDAD LINEAL
40.42447060804354,-3.6504253324201104,CIUDAD LINEAL
40.42447060804354,-3.6504253324201104,CIUDAD LINEAL
40.46903299144094,-3.6976620067964996,TETUAN
40.34333382494165,-3.6909491943684447,VILLAVERDE
40.34333382494165,-3.6909491943684447,VILLAVERDE
40.40988562947653,-3.6402498953843483,MORATALAZUSERA
40.41789950036311,-3.7309390858931137,MONCLOA-ARAVACA
40.39210151448589,-3.681620654746187,ARGANZUELA
40.443385945708435,-3.6182513751654133,SAN BLAS-CANILLEJAS
40.45446361509569,-3.6000964360303476,BARAJAS
40.434346372132815,-3.7214729198433942,MONCLOA-ARAVACA
40.42206601994432,-3.662968075865235,SALAMANCA
40.45999848510341,-3.6148888706303586,BARAJAS
40.42027705095574,-3.621741078700336,SAN BLAS-CANILLEJAS
40.42206601994432,-3.662968075865235,SALAMANCA
40.410560776119,-3.6937931079230744,CENTRO
40.35074797433515,-3.6773064421969233,VILLAVERDE
40.35074797433515,-3.6773064421969233,VILLAVERDE
40.449208447370104,-3.6755539136331894,CHAMARTIN
40.379565707685856,-3.6914252404682903,USERA
40.42802889001877,-3.710182353581842,CENTRO
40.424926347610764,-3.6899208519663427,SALAMANCA
40.424926347610764,-3.6899208519663427,SALAMANCA
40.46335596968574,-3.65636755952747,HORTALEZA
40.426642215368176,-3.699722994908341,CENTRO
40.41410290844665,-3.7098591212735883,CENTRO
40.39552931214334,-3.7562667464373223,LATINA
40.44477474902185,-3.6129105844633775,SAN BLAS-CANILLEJAS
40.43371190964793,-3.7104543597957758,CHAMBERI
40.436444648624814,-3.6373000672722675,CIUDAD LINEAL
40.473402418562216,-3.5785233191070316,BARAJAS
40.45914104116349,-3.718270563679269,MONCLOA-ARAVACA
40.397020792322316,-3.673881351837232,RETIRO
40.41472407139105,-3.7301857404819767,MONCLOA-ARAVACA
40.41878362561595,-3.6866519471003647,RETIRO
40.436444648624814,-3.6373000672722675,CIUDAD LINEAL
40.41878362561595,-3.6866519471003647,RETIRO
40.378853797128336,-3.7819616113032115,LATINA
40.379565707685856,-3.6914252404682903,USERA
40.460622835379624,-3.5936877657335935,BARAJAS
40.35456935043359,-3.699754645665144,VILLAVERDE
40.35456935043359,-3.699754645665144,VILLAVERDE
40.42206601994432,-3.662968075865235,SALAMANCA
40.42027705095574,-3.621741078700336,SAN BLAS-CANILLEJAS
40.378853797128336,-3.7819616113032115,LATINA
40.42996840999023,-3.622184001035289,SAN BLAS-CANILLEJAS
40.42996840999023,-3.622184001035289,SAN BLAS-CANILLEJAS
40.39241374953321,-3.697247685884226,ARGANZUELA
40.410560776119,-3.6937931079230744,CENTRO
40.41878362561595,-3.6866519471003647,RETIRO
40.40207279862862,-3.6955325387824014,ARGANZUELA
40.46903299144094,-3.6976620067964996,TETUAN
40.45907130615822,-3.700271645324868,TETUAN
40.41878362561595,-3.6866519471003647,RETIRO
40.410560776119,-3.6937931079230744,CENTRO
40.379459109283275,-3.661114669233002,PUENTE DE VALLECAS
40.419011767401095,-3.692206111679657,RETIRO
40.334751832113774,-3.700809560921597,VILLAVERDE
40.334751832113774,-3.700809560921597,VILLAVERDE
40.46678159096302,-3.7195669111891703,MONCLOA-ARAVACA
40.41281392212301,-3.7143597156687056,CENTRO
40.39982891410407,-3.621281890570377,VICALVARO
40.41482868269558,-3.7001663599562105,CENTRO
40.379565707685856,-3.6914252404682903,USERA
40.40977637506597,-3.6893771841228897,RETIRO
40.41878362561595,-3.6866519471003647,RETIRO
40.383472075956185,-3.759489504920487,LATINA
40.44477474902185,-3.6129105844633775,SAN BLAS-CANILLEJAS
40.41906024374356,-3.6840615387926956,RETIRO
40.43200210571468,-3.6709293330780204,SALAMANCA
40.410560776119,-3.6937931079230744,CENTRO
40.379584618162156,-3.623110349262379,VILLA DE VALLECAS
40.394522745106734,-3.7000855961559855,ARGANZUELA
40.426642215368176,-3.699722994908341,CENTRO
40.41878362561595,-3.6866519471003647,RETIRO
40.410560776119,-3.6937931079230744,CENTRO
40.39241374953321,-3.697247685884226,ARGANZUELA
40.41878362561595,-3.6866519471003647,RETIRO
40.346980092315505,-3.712145719392749,VILLAVERDE
40.346980092315505,-3.712145719392749,VILLAVERDE
40.40145210755248,-3.6756224769581456,RETIRO
40.467453379213175,-3.6846112774442705,CHAMARTIN
40.42027705095574,-3.621741078700336,SAN BLAS-CANILLEJAS
40.43371190964793,-3.7104543597957758,CHAMBERI
40.49041562546542,-3.655356751728003,HORTALEZA
40.443385945708435,-3.6182513751654133,SAN BLAS-CANILLEJAS
40.39982891410407,-3.621281890570377,VICALVARO
40.40596423138839,-3.698601359753866,ARGANZUELA
40.46428771594393,-3.6164023947650836,BARAJAS
40.42577054821346,-3.700845660719608,CENTRO
40.38168570611539,-3.602336460953483,VILLA DE VALLECAS
40.42577054821346,-3.700845660719608,CENTRO
40.42996840999023,-3.622184001035289,SAN BLAS-CANILLEJAS
40.42027705095574,-3.621741078700336,SAN BLAS-CANILLEJAS
40.419011767401095,-3.692206111679657,RETIRO
40.476859845869534,-3.6420353342333227,HORTALEZA
40.393432756132874,-3.6985778802913103,ARGANZUELA
40.34233618931469,-3.6905504735084342,VILLAVERDE
40.39241374953321,-3.697247685884226,ARGANZUELA
40.42027705095574,-3.621741078700336,SAN BLAS-CANILLEJAS
40.46903299144094,-3.6976620067964996,TETUAN
40.393612303425975,-3.6556073868098493,PUENTE DE VALLECAS
40.49035310157377,-3.655261744717257,HORTALEZA
40.393612303425975,-3.6556073868098493,PUENTE DE VALLECAS
40.40740551053055,-3.7119218940274026,CENTRO
40.3735856436473,-3.6602546064905397,PUENTE DE VALLECAS
40.38257934400676,-3.6054546139177392,VILLA DE VALLECAS
40.49231828430878,-3.6906342081203283,FUENCARRAL-EL PARDO
40.51964199418355,-3.778542672958104,FUENCARRAL-EL PARDO
40.40966697102759,-3.701574291636879,CENTRO
40.366822704148795,-3.755451103709316,CARABANCHEL
40.44774002225867,-3.6292874542291638,SAN BLAS-CANILLEJAS
40.39009728291889,-3.665329063724782,PUENTE DE VALLECAS
40.39009728291889,-3.665329063724782,PUENTE DE VALLECAS
40.439657822278555,-3.7278378564088275,MONCLOA-ARAVACA
40.424926347610764,-3.6899208519663427,SALAMANCA
40.45224737965276,-3.6580402287911937,CIUDAD LINEAL
40.386293684801885,-3.6718658006661906,PUENTE DE VALLECAS
40.46903299144094,-3.6976620067964996,TETUAN
40.402370336363475,-3.67728148137287,RETIRO
40.49041562546542,-3.655356751728003,HORTALEZA
40.35456935043359,-3.699754645665144,VILLAVERDE
40.35456935043359,-3.699754645665144,VILLAVERDE
40.41878362561595,-3.6866519471003647,RETIRO
40.41878362561595,-3.6866519471003647,RETIRO
40.424926347610764,-3.6899208519663427,SALAMANCA
40.40647389284976,-3.7327010920242043,LATINA
40.379565707685856,-3.6914252404682903,USERA
40.39241367848808,-3.697259467865366,ARGANZUELA
40.49231828430878,-3.6906342081203283,FUENCARRAL-EL PARDO
40.3796366471018,-3.7659492448759053,LATINA
40.42802889001877,-3.710182353581842,CENTRO
40.46335596968574,-3.65636755952747,HORTALEZA
40.39241367848808,-3.697259467865366,ARGANZUELA
40.40609591857167,-3.646536107063507,MORATALAZ
40.43371190964793,-3.7104543597957758,CHAMBERI
40.43371190964793,-3.7104543597957758,CHAMBERI
40.40145210755248,-3.6756224769581456,RETIRO
40.44810636195716,-3.6762309620097398,CHAMARTIN
40.446818592300296,-3.572741163820915,SAN BLAS-CANILLEJAS
40.46088953531134,-3.6544210187969433,HORTALEZA
40.390944081814816,-3.685391155439898,ARGANZUELA
40.445355536117184,-3.7399742609916697,MONCLOA-ARAVACA
40.39241367848808,-3.697259467865366,ARGANZUELA
40.424926347610764,-3.6899208519663427,SALAMANCA
40.366822704148795,-3.755451103709316,CARABANCHEL
40.42737760210632,-3.7106116887809817,CENTRO
40.460622835379624,-3.5936877657335935,BARAJAS
40.410560776119,-3.6937931079230744,CENTRO
40.39552931214334,-3.7562667464373223,LATINA
40.42342659084215,-3.651841641389484,CIUDAD LINEAL
40.393612303425975,-3.6556073868098493,PUENTE DE VALLECAS
40.39241367848808,-3.697259467865366,ARGANZUELA
40.42342659084215,-3.651841641389484,CIUDAD LINEAL
40.42802889001877,-3.710182353581842,CENTRO
